measure,country,sex,age,cause,metric,year,value,upper_ci,lower_ci
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,0.0016884211786323,0.0021397320234664,0.0013530935799394
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,50.01155744662034,65.12259444758016,38.33652160330232
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2008,19636.2326242002,24873.433399888185,15290.404728777212
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2008,0.0062341653949722,0.0078805028129477,0.0050672204479664
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2008,184.62919219599945,233.87184312038556,143.76765275966522
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,308.66378202922493,421.6529744605213,215.5325145800116
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,0.0002634210235985,0.0003060519409177,0.0002208571668723
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,2.90220358594,3.96458167672,2.02653914427
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,2379.963436155602,3468.464008759054,1446.852702316034
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,0.0020390612528437,0.0026874374326047,0.0014048516431784
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,22.37754741873,32.61214716456,13.60399679345
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2008,9224.690843330498,13095.787405770803,6124.08775160836
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2008,0.0078881237259918,0.0099079351196135,0.0063782224446771
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2008,86.73492778665,123.1328175914,57.58158380764
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,5866.697109811689,8171.110029334128,3815.183176865348
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,0.0029633125505308,0.0041449453837981,0.0019275116450107
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,55.1614746562035,76.82866020854323,35.87216557804994
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,2939.014371415981,3904.4633701328,2157.008213921467
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,0.001484477562346,0.0019706015796346,0.0010853735203544
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,27.634010027881665,36.71162038985317,20.28121644910879
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2008,10411.541780869731,14801.74449110136,6833.018697468812
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2008,0.0052597978079535,0.0074796621421211,0.0034326545901324
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2008,97.89426440934564,139.17303694577402,64.24728951413158
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,4556.440294773742,5179.869716553214,3958.9632753595374
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,0.0004458894137937,0.0005056519858264,0.0003886377111841
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,42.84181731869,48.70359705705,37.224054402490005
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,31588.020875466587,40594.71097822412,23338.98036774974
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,0.0030909759883103,0.0039757915090777,0.0022745579228131
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,297.00558599617,381.69076720463,219.44418638967
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2008,179426.8654972092,222098.7538020266,145280.01987855503
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2008,0.0175583106330234,0.0216619700286121,0.0141452791578127
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2008,1687.05667064581,2088.27804635343,1365.99179820975
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2008,343.24905157401565,383.4205142253813,304.0448256610059
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2008,8.6826564774e-06,9.7586650718e-06,7.5343038321e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2008,3.22739072851,3.60510191377,2.85877396278
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2008,3205.1660455627784,4279.927907135986,2416.989827351488
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2008,8.10744569318e-05,0.000106841845306,6.13585709035e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2008,30.13649456958,40.24191642432,22.72568714733
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,169.59927807571276,233.46090748237063,113.04873603648431
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,0.0027011282796342,0.0037315485301822,0.0018039602488844
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,1.5801660793586,2.175168497446259,1.0532814763484422
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,211.8265674887006,281.9283116003653,157.59795930779583
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,0.0033731237488392,0.0044764851518578,0.0025202399686763
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,1.9736001264296807,2.626742046642798,1.4683491126839767
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2009,409.5070846120177,570.8243562582722,280.7615576875089
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2009,0.0065221090871234,0.0090237516255268,0.0045015150343204
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2009,3.8154007004208337,5.318402856811452,2.615871334355736
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,6061.946954748497,8612.87889633945,4129.314000330651
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,0.0019081261839572,0.0026729665928937,0.001308318572553
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,56.479503105482046,80.2466804814077,38.4730524114033
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,5521.971303561896,7197.7787777191215,4328.924332426278
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,0.0017353432553682,0.0022208360290821,0.0013826167289056
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,51.4485193809893,67.06211252975676,40.33283318078964
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2009,20140.7182551845,25832.954754252874,15517.514559943214
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2009,0.0063290648867127,0.0079885918378084,0.0050243710601417
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2009,187.6522126854419,240.6871025362076,144.57756201432113
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,309.48611794233346,420.5470196670432,215.50065921169497
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,0.0002595316452908,0.0003021130630001,0.0002201860021105
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,2.88349968911,3.91826040059,2.0078318471
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,2465.1941039872304,3644.9757346665847,1503.7021748554243
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,0.0020755047308781,0.0027843827660797,0.0013956144031789
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,22.96835308707,33.96044535893,14.01007832771
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2009,9520.60824477068,13562.858680629435,6201.027620909908
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2009,0.0079987789021706,0.0101730077308181,0.0064073208483658
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2009,88.70404623144,126.36592248168,57.77532554916
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,5752.460836806161,8252.155350160956,3807.997744207061
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,0.0028891549006677,0.0041360822340425,0.0019274225561298
YLLs (Years of Life Lost),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,53.59600341637056,76.88579877150596,35.4793306548382
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,3056.7771995746666,4022.1503729332926,2283.4229992264773
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,0.0015352020873504,0.0020316673580387,0.0011442397013513
YLLs (Years of Life Lost),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,28.48016629391752,37.47460282555817,21.274781409117704
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2009,10620.110010413817,15031.178549225451,7111.7039542931325
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2009,0.0053347128310685,0.0075940075425508,0.0035868291008214
YLLs (Years of Life Lost),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2009,98.94816645399268,140.0463418580436,66.26014852491112
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,4583.311608796587,5196.81478128089,3953.388220065056
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,0.0004444934110286,0.0005027024156461,0.0003847217310636
Prevalence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,42.70297384236,48.41901764713,36.833941952820005
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,32760.823312465,42148.28408102254,23908.663244223564
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,0.0031769760420744,0.0040822249058533,0.0023088166794137
Prevalence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,305.23444626401,392.69794991856,222.75836955192
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2009,185184.6203555125,228508.63376755323,150817.9110394275
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2009,0.0179590764938002,0.0221389953292958,0.0145497062119476
Prevalence,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2009,1725.37559608035,2129.02788276533,1405.17901896867
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Number,2009,345.9199140952699,385.2522393181325,306.41285739796973
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2009,8.6999544849e-06,9.719398007e-06,7.5145662365e-06
Incidence,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2009,3.22295543135,3.5894169331100003,2.85486594656
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2009,3314.06030433616,4429.816362834416,2468.7959566655977
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2009,8.33503062025e-05,0.0001104042858891,6.27098710146e-05
Incidence,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2009,30.87728755262,41.27284994228,23.00191175247
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Number,2010,167.97448415486457,233.56511700454988,114.80602562134273
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Percent,2010,0.0026399143173289,0.0036755217577606,0.0018035471702156
Deaths,Tunisia,Both,All ages,Rheumatic heart disease,Rate,2010,1.5505410635394887,2.155995934430569,1.0597529616673231
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2010,221.44965290356265,291.3132392643216,159.088296007729
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2010,0.0034797234540779,0.0046132209285689,0.0025189712515676
Deaths,Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2010,2.0441603500741974,2.6890580560771067,1.468514321860268
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2010,419.8262515646937,585.7896146626259,286.1073914855661
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2010,0.0065982129412065,0.009269468540079,0.0044934744815664
Deaths,Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2010,3.875337649513269,5.407314430517759,2.641003848367475
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Number,2010,5946.438329202925,8386.592078162523,4123.01812470852
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2010,0.0018583799203064,0.0026039012634455,0.0012971537028428
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2010,54.89046064123463,77.41506375669012,38.05880958791443
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2010,5742.8829387096175,7352.973569009682,4513.7114712569655
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2010,0.0017916064427558,0.002268748100408,0.0014201553359682
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2010,53.01147888247124,67.87392451438495,41.66522683707545
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2010,20618.001595509417,26684.321974783124,15943.219942906584
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Percent,2010,0.0064311561987074,0.0080808497230314,0.0051223367991648
DALYs (Disability-Adjusted Life Years),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Rate,2010,190.32091857764587,246.31798801337277,147.1688830056303
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Number,2010,309.20279690408546,419.2234468899197,215.41784739654943
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Percent,2010,0.0002558931225427,0.0002915177203589,0.0002153960450754
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Rheumatic heart disease,Rate,2010,2.85419321853,3.86977327224,1.98848188097
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Number,2010,2563.353240245792,3853.238440768761,1557.2231442129007
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Percent,2010,0.0021281579316305,0.0028578517287535,0.0014123019187552
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Atrial fibrillation and flutter,Rate,2010,23.66183458967,35.56852375574,14.37443575043
YLDs (Years Lived with Disability),Tunisia,Both,All ages,Other cardiovascular and circulatory diseases,Number,2010,9813.934084163126,14031.977207854045,6463.987222605361
